805	51	33	245.910000
806	53	32	244.630000
806	52	31	245.040000
807	50	30	78.870000
803	28	29	243.740000
596	51	28	243.750000
805	49	27	243.310000
806	47	26	244.520000
806	49	25	78.530000
806	47	24	78.550000
806	51	23	244.540000
806	48	22	79.100000
804	29	21	78.890000
806	48	20	241.920000
807	48	19	79.200000
806	50	18	79.160000
805	52	17	78.620000
805	48	16	116.170000
804	47	15	78.620000
805	51	14	111.270000
804	26	13	112.320000
805	51	12	113.880000
804	16	11	113.120000
804	48	10	21.150000
803	48	9	19.400000
804	27	8	17.600000
805	48	7	17.120000
805	49	6	17.060000
804	52	5	17.000000
806	50	4	17.360000
802	8	3	15.190000
804	47	2	13.980000
805	53	1	12.550000
804	51	0	12.660000
805	49	1	13.690000
802	47	2	14.950000
803	48	3	13.810000
803	49	4	14.110000
804	50	5	13.020000
807	47	6	12.980000
803	49	7	14.300000
804	50	8	15.140000
804	47	9	16.880000
804	47	10	17.360000
804	50	11	17.180000
805	49	12	18.330000
804	50	13	17.960000
804	48	14	18.850000
804	51	15	18.920000
805	48	16	21.090000
805	50	17	110.810000
804	49	18	111.600000
804	48	19	116.110000
805	47	20	111.720000
804	50	21	115.780000
804	48	22	149.860000
803	50	23	150.990000
803	51	24	78.530000
804	50	25	78.740000
805	28	26	79.040000
804	50	27	242.380000
803	47	28	240.750000
806	48	29	244.900000
804	48	30	78.650000
804	51	31	240.240000
805	47	32	240.750000
804	49	33	240.010000
803	51	34	239.690000
803	50	35	110.500000
804	28	36	240.770000
802	48	37	240.000000
803	51	38	243.000000
803	48	39	58.760000
804	48	40	239.070000
804	49	41	243.480000
803	28	42	241.800000
806	49	43	62.290000
580	48	44	242.840000
803	31	45	243.980000
802	27	46	244.460000
804	49	47	56.870000
804	28	48	241.970000
808	48	49	241.610000
804	49	50	61.430000
804	50	51	242.400000
803	48	52	246.810000
805	28	53	79.220000
805	49	54	78.670000
804	50	55	244.660000
804	50	56	242.690000
804	48	57	243.220000
803	49	58	244.950000
804	28	59	243.920000
806	27	60	78.550000
805	48	61	78.550000
588	55	62	79.100000
806	49	63	61.640000
593	51	64	207.960000
806	27	65	79.180000
803	49	66	216.570000
805	49	67	204.530000
803	51	68	203.910000
804	48	69	205.100000
806	48	70	219.590000
803	47	71	78.650000
803	48	72	215.920000
805	49	73	214.910000
805	47	74	216.070000
805	28	75	78.550000
804	47	76	215.400000
803	27	77	220.090000
804	28	78	78.990000
803	47	79	78.630000
801	49	80	215.460000
803	50	81	215.630000
802	47	82	78.910000
803	49	83	78.600000
802	50	84	78.820000
801	27	85	204.210000
801	28	86	78.650000
802	49	87	78.650000
802	51	88	79.080000
801	50	89	78.840000
802	48	90	78.600000
802	47	91	79.150000
802	28	92	79.030000
801	27	93	78.550000
802	48	94	78.910000
802	47	95	79.100000
802	47	96	78.680000
803	48	97	78.620000
803	48	98	79.230000
803	48	99	78.480000
802	29	100	78.630000
802	48	101	79.100000
801	47	102	79.080000
802	47	103	78.630000
802	51	104	78.820000
801	48	105	79.180000
801	47	106	78.680000
804	48	107	78.770000
568	54	108	79.030000
804	27	109	78.740000
801	47	110	78.750000
802	49	111	79.150000
802	50	112	79.010000
802	51	113	78.720000
803	50	114	79.040000
801	48	115	79.270000
801	48	116	78.720000
801	49	117	78.920000
801	49	118	79.110000
804	29	119	78.770000
802	27	120	78.720000
802	49	121	79.100000
801	49	122	30.120000
586	48	123	79.180000
802	50	124	31.800000
803	27	125	79.080000
803	29	126	78.620000
803	48	127	32.040000
803	49	128	29.620000
802	51	129	79.200000
804	27	130	28.250000
803	50	131	27.420000
736	32	132	27.950000
808	49	133	28.060000
808	29	134	27.540000
808	48	135	26.570000
593	37	136	27.110000
808	49	137	27.530000
809	52	138	27.630000
808	49	139	26.450000
591	50	140	27.230000
809	51	141	27.110000
808	49	142	27.220000
809	53	143	26.460000
599	48	144	26.810000
808	28	145	26.690000
808	50	146	28.300000
808	29	147	78.860000
807	48	148	16.520000
810	51	149	29.550000
807	51	150	28.430000
809	48	151	27.830000
808	50	152	15.560000
809	27	153	15.140000
806	49	154	28.780000
593	51	155	15.920000
809	47	156	14.590000
809	51	157	15.370000
807	48	158	14.410000
807	52	159	14.900000
605	50	160	15.310000
810	55	161	14.420000
807	48	162	14.100000
809	47	163	13.940000
807	29	164	13.940000
808	47	165	14.030000
808	51	166	13.940000
803	29	167	14.780000
807	51	168	21.080000
674	44	169	79.220000
807	47	170	78.680000
809	52	171	78.750000
592	49	172	79.130000
808	48	173	63.580000
599	36	174	79.230000
807	28	175	59.840000
597	50	176	79.080000
806	50	177	79.230000
808	52	178	78.630000
589	39	179	78.860000
805	47	180	79.300000
810	54	165	78.650000
804	50	164	78.720000
593	52	163	267.200000
594	51	162	269.320000
802	48	161	79.040000
803	51	160	14.650000
803	50	159	13.820000
598	53	158	79.080000
804	50	157	13.330000
803	38	156	13.450000
802	47	155	13.330000
804	48	154	14.050000
804	48	153	14.890000
803	51	152	14.830000
590	50	151	16.000000
803	51	150	30.660000
803	28	149	193.210000
803	27	148	193.570000
800	47	147	198.220000
802	49	146	78.560000
804	50	145	46.700000
804	48	144	198.890000
803	47	143	194.290000
804	48	142	193.400000
802	51	141	79.060000
802	47	140	30.890000
803	28	139	79.130000
804	50	138	78.560000
803	48	137	26.930000
803	50	136	26.340000
804	48	135	33.240000
589	48	134	34.270000
803	51	133	27.300000
805	49	132	27.770000
803	49	131	34.510000
594	37	130	79.060000
805	28	129	29.620000
802	51	128	29.500000
804	49	127	29.880000
804	49	126	78.720000
804	48	125	79.150000
802	51	124	79.110000
803	51	123	78.550000
802	49	122	78.870000
803	49	121	79.100000
802	48	120	78.680000
803	29	119	78.650000
595	37	118	79.100000
804	49	117	61.400000
803	47	116	79.180000
801	48	115	78.980000
802	52	114	78.740000
802	27	113	32.710000
800	50	112	28.610000
803	47	111	28.730000
803	51	110	28.190000
801	49	109	27.970000
804	48	108	31.800000
802	49	107	27.580000
703	48	106	79.220000
803	27	105	78.840000
803	48	104	78.500000
805	52	103	79.040000
802	50	102	78.840000
802	47	101	78.620000
801	52	100	79.130000
802	51	99	79.130000
803	48	98	78.620000
802	28	97	78.910000
802	48	96	79.160000
802	51	95	78.600000
803	49	94	78.600000
803	47	93	78.980000
803	51	92	78.530000
803	51	91	78.750000
802	27	90	47.610000
803	48	89	78.620000
803	47	88	79.060000
803	47	87	78.740000
802	50	86	78.500000
802	27	85	79.040000
802	49	84	79.060000
801	51	83	78.530000
801	50	82	78.920000
626	52	81	79.110000
802	51	80	78.630000
804	48	79	215.940000
804	51	78	205.110000
802	49	77	218.130000
802	48	76	58.810000
802	48	75	216.420000
801	29	74	79.080000
802	49	73	78.550000
801	48	72	215.440000
803	28	71	214.670000
803	47	70	215.800000
805	50	69	215.820000
803	51	68	78.650000
804	47	67	217.340000
807	32	66	214.150000
803	51	65	216.120000
802	49	64	78.340000
804	51	63	215.660000
802	50	62	217.100000
803	27	61	79.040000
803	49	60	78.600000
802	48	59	78.960000
801	48	58	79.060000
804	50	57	464.180000
804	50	56	79.100000
804	51	55	79.080000
803	48	54	78.800000
806	51	53	78.860000
802	50	52	242.020000
802	28	51	245.120000
801	27	50	66.340000
803	47	49	240.250000
802	51	48	240.580000
804	48	47	244.990000
802	28	46	59.150000
803	49	45	243.480000
803	51	44	240.890000
801	50	43	60.660000
801	47	42	238.630000
802	49	41	241.230000
801	48	40	241.320000
804	47	39	56.460000
803	49	38	244.340000
802	27	37	239.450000
803	30	36	244.700000
803	49	35	60.350000
799	64	34	241.510000
801	29	33	238.930000
803	49	32	241.320000
803	52	31	109.380000
803	49	30	240.940000
805	50	29	239.290000
803	50	28	240.560000
802	48	27	241.030000
803	50	26	78.750000
801	50	25	78.750000
803	27	24	240.510000
803	47	23	243.050000
801	47	22	78.680000
807	50	21	78.750000
801	50	20	79.250000
801	28	19	79.320000
801	29	18	78.630000
803	48	17	113.140000
803	51	16	78.700000
801	28	15	112.970000
801	26	14	111.680000
803	51	13	111.700000
801	28	12	114.530000
803	51	11	111.220000
801	49	10	18.860000
803	48	9	18.380000
802	48	8	18.320000
803	50	7	18.570000
802	48	6	17.300000
588	49	5	17.240000
803	27	4	16.880000
803	48	3	15.140000
802	51	2	12.970000
804	49	1	15.010000
595	51	0	13.020000
803	50	1	15.260000
802	50	2	13.990000
802	48	3	15.310000
803	29	4	15.250000
592	50	5	13.700000
803	51	6	15.380000
804	27	7	14.230000
804	51	8	15.490000
802	48	9	16.810000
803	28	10	17.300000
803	47	11	17.290000
